asn=0    	id=-1  	Main	copying configuration file /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/config.json to output directory /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/results/1100s-29380-43/config.json
asn=0    	id=-1  	Main	initializing 3600 seconds long simulation...
asn=0    	id=-1  	network	network stats has been reset
asn=0    	id=-1  	Main	creating 8 "node" nodes...
asn=0    	id=-1  	Main	generating a mesh network with 8 nodes and 5 degrees
asn=0    	id=1   	Main	Set position x=-47.73 y=3.23
asn=0    	id=2   	Main	Set position x=39.07 y=-52.19
asn=0    	id=3   	Main	Set position x=-57.45 y=-58.86
asn=0    	id=4   	Main	Set position x=-60.19 y=-41.99
asn=0    	id=5   	Main	Set position x=62.76 y=15.75
asn=0    	id=6   	Main	Set position x=-81.80 y=5.49
asn=0    	id=7   	Main	Set position x=21.44 y=-25.23
asn=0    	id=8   	Main	Set position x=60.16 y=-36.71
asn=0    	id=-1  	Main	starting simulation main loop...
asn=0    	id=-1  	Main	add network to timeslot switcher
asn=0    	id=-1  	Main	network = [object Object]
asn=2043 	id=-1  	Main	60 seconds, progress 1.67%
asn=2043 	id=-1  	Main	periodic route processing for all nodes
asn=4085 	id=-1  	Main	120 seconds, progress 3.33%
asn=4085 	id=-1  	Main	periodic route processing for all nodes
asn=6127 	id=-1  	Main	180 seconds, progress 5.00%
asn=6127 	id=-1  	Main	periodic route processing for all nodes
asn=45408	id=-1  	Main	1334 seconds, progress 37.06%
asn=45408	id=-1  	Main	periodic route processing for all nodes
asn=45408	id=-1  	Main	periodic neighbor processing for all nodes
asn=45409	id=-1  	Main	1334 seconds, progress 37.06%
asn=45409	id=-1  	Main	periodic route processing for all nodes
asn=45410	id=-1  	Main	1334 seconds, progress 37.06%
asn=45410	id=-1  	Main	periodic route processing for all nodes
asn=45411	id=-1  	Main	1334 seconds, progress 37.06%
asn=45411	id=-1  	Main	periodic route processing for all nodes
asn=45412	id=-1  	Main	1334 seconds, progress 37.06%
asn=45412	id=-1  	Main	periodic route processing for all nodes
asn=45413	id=-1  	Main	1334 seconds, progress 37.06%
asn=45413	id=-1  	Main	periodic route processing for all nodes
asn=45414	id=-1  	Main	1334 seconds, progress 37.06%
asn=45414	id=-1  	Main	periodic route processing for all nodes
asn=45415	id=-1  	Main	1334 seconds, progress 37.06%
asn=45415	id=-1  	Main	periodic route processing for all nodes
asn=45416	id=-1  	Main	1334 seconds, progress 37.06%
asn=45416	id=-1  	Main	periodic route processing for all nodes
asn=45417	id=-1  	Main	1334 seconds, progress 37.07%
asn=45417	id=-1  	Main	periodic route processing for all nodes
asn=45418	id=-1  	Main	1334 seconds, progress 37.07%
asn=45418	id=-1  	Main	periodic route processing for all nodes
asn=45419	id=-1  	Main	1334 seconds, progress 37.07%
asn=45419	id=-1  	Main	periodic route processing for all nodes
asn=45420	id=-1  	Main	1334 seconds, progress 37.07%
asn=45420	id=-1  	Main	periodic route processing for all nodes
asn=45421	id=-1  	Main	1334 seconds, progress 37.07%
asn=45421	id=-1  	Main	periodic route processing for all nodes
asn=45422	id=-1  	Main	1334 seconds, progress 37.07%
asn=45422	id=-1  	Main	periodic route processing for all nodes
asn=45423	id=-1  	Main	1334 seconds, progress 37.07%
asn=45423	id=-1  	Main	periodic route processing for all nodes
asn=45424	id=-1  	Main	1334 seconds, progress 37.07%
asn=45424	id=-1  	Main	periodic route processing for all nodes
asn=45425	id=-1  	Main	1334 seconds, progress 37.07%
asn=45425	id=-1  	Main	periodic route processing for all nodes
asn=45426	id=-1  	Main	1334 seconds, progress 37.07%
asn=45426	id=-1  	Main	periodic route processing for all nodes
asn=46971	id=-1  	Main	1380 seconds, progress 38.33%
asn=46971	id=-1  	Main	periodic route processing for all nodes
asn=49013	id=-1  	Main	1440 seconds, progress 40.00%
asn=49013	id=-1  	Main	periodic route processing for all nodes
asn=51056	id=-1  	Main	1500 seconds, progress 41.67%
asn=51056	id=-1  	Main	periodic route processing for all nodes
asn=53098	id=-1  	Main	1560 seconds, progress 43.33%
asn=53098	id=-1  	Main	periodic route processing for all nodes
asn=55140	id=-1  	Main	1620 seconds, progress 45.00%
asn=55140	id=-1  	Main	periodic route processing for all nodes
asn=57182	id=-1  	Main	1680 seconds, progress 46.67%
asn=57182	id=-1  	Main	periodic route processing for all nodes
asn=59224	id=-1  	Main	1740 seconds, progress 48.33%
asn=59224	id=-1  	Main	periodic route processing for all nodes
asn=61267	id=-1  	Main	1800 seconds, progress 50.00%
asn=61267	id=-1  	Main	periodic route processing for all nodes
asn=61267	id=-1  	Main	periodic neighbor processing for all nodes
asn=63309	id=-1  	Main	1860 seconds, progress 51.67%
asn=63309	id=-1  	Main	periodic route processing for all nodes
asn=65351	id=-1  	Main	1920 seconds, progress 53.33%
asn=65351	id=-1  	Main	periodic route processing for all nodes
asn=67393	id=-1  	Main	1980 seconds, progress 55.00%
asn=67393	id=-1  	Main	periodic route processing for all nodes
asn=69435	id=-1  	Main	2040 seconds, progress 56.67%
asn=69435	id=-1  	Main	periodic route processing for all nodes
asn=71478	id=-1  	Main	2100 seconds, progress 58.33%
asn=71478	id=-1  	Main	periodic route processing for all nodes
asn=73520	id=-1  	Main	2160 seconds, progress 60.00%
