asn=0    	id=-1  	Main	copying configuration file /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/config2.json to output directory /home/lkw/tsch-sim-history/tsch-sim/results/2021-07-26_16-19-54/config2.json
asn=0    	id=-1  	Main	initializing 7200 seconds long simulation...
asn=0    	id=-1  	network	network stats has been reset
asn=0    	id=-1  	Main	time.timeline.slot_timings 0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938,0.02938
asn=0    	id=-1  	Main	creating 6 "node" nodes...
asn=0    	id=-1  	Main	starting simulation main loop...
asn=0    	id=-1  	Main	add network to timeslot switcher
asn=0    	id=-1  	Main	network = [object Object]
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2836.181 radio_duty_cycle_joined=0.773 
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2945.265 radio_duty_cycle_joined=0.803 
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2923.448 radio_duty_cycle_joined=0.797 
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2923.448 radio_duty_cycle_joined=0.797 
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2857.997 radio_duty_cycle_joined=0.779 
asn=1717 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=1717 	id=-1  	Main	charge_joined_uc=2945.265 radio_duty_cycle_joined=0.803 
asn=1717 	id=-1  	Main	packet stats: PDR=0.000% generated=0 received=0 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)
asn=1717 	id=-1  	Main	link stats: PAR=100.000% tx=5 acked=5
asn=1717 	id=-1  	Main	link stats: tx=50 rx=92 tx_unicat=33,this.stats_mac_acked=15
asn=1717 	id=-1  	Main	current-consumed=0.346 current-consumed-when-joined=0.346
asn=1717 	id=-1  	Main	mac_rx_collision=58,mac_rx = 92,collision rate =63.04347826086957 
asn=1717 	id=-1  	Main	duty_cycle_joined_average=0.7920000000000001 
asn=1717 	id=-1  	User	begin to collect stats, current time = 50.44546000000183s
asn=1717 	id=-1  	User	pdr=0,current_level=1
asn=1717 	id=-1  	User	app-packet-received in this period = 0

asn=1717 	id=-1  	User	state.timeline.seconds= 50.44546000000183,last_change_time = 0

asn=1717 	id=-1  	User	app-packet-received per sec = 0

asn=1717 	id=-1  	User	latency in this period = 0

asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3076.165 radio_duty_cycle_joined=0.419 
asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3141.616 radio_duty_cycle_joined=0.428 
asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3163.432 radio_duty_cycle_joined=0.431 
asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3141.616 radio_duty_cycle_joined=0.428 
asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3185.249 radio_duty_cycle_joined=0.434 
asn=3434 	id=-1  	energy_model	this.TSCH_SLOT_RX_WAIT_USEC, 3000 
asn=3434 	id=-1  	Main	charge_joined_uc=3207.066 radio_duty_cycle_joined=0.437 
asn=3434 	id=-1  	Main	packet stats: PDR=0.000% generated=0 received=0 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)
asn=3434 	id=-1  	Main	link stats: PAR=41.667% tx=12 acked=5
